序号,题目,作者,来源,发表时间,发表类别,被引,下载
96,“人工智能+医疗”新兴技术识别研究——以医疗机器人为例,任佳妮;张薇;杨阳;龚娟;钱虹,情报杂志,2021-11-08 15:24,期刊,22,4462
97,智慧医疗的价值优势、伦理问题与可能出路,刘振;张宗明,医学与哲学,2023-07-05,期刊,,277
98,基于深度学习算法的新一代人工智能独立软件研究的伦理审查重点,杨千粟;白楠;曹江;王瑾,中国医学伦理学,2023-02-21,期刊,1,610
99,医疗人工智能伦理：问题·原因·对策,王远旭;汤一鸣,武汉冶金管理干部学院学报,2023-03-15,期刊,1,1321
100,医疗人工智能算法风险防范的法治化思考,徐着雨;岳远雷,医学与哲学,2023-06-05,期刊,,459
101,人工智能视野下医疗机器人的侵权责任分配,王磊;周徐,中国卫生法制,2023-03-09,期刊,,1307
102,人工智能大模型广泛应用 “AI+医疗”进程能否加速突破？,唐唯珂,21世纪经济报道,2023-09-20,报纸,1,513
103,医疗人工智能对知情同意的挑战与应对,彭运朋;徐毅华,医学与哲学,2023-05-20,期刊,,490
104,数字医生与平行医疗：从医疗知识自动化到系统化智能医学,王飞跃,协和医学杂志,2021-10-22 17:30,期刊,22,2591
105,医疗人工智能临床应用的伦理审视,李锟鹏;杨海秀,医学与哲学,2023-04-05,期刊,2,1088
107,人工智能医疗器械可信赖性研究,郝烨;王浩,中国医疗设备,2023-03-10,期刊,1,553
108,基于压力交易理论视角下护士医疗人工智能采纳意愿研究,相微笑;李鲜苗,九江学院学报(自然科学版),2023-09-20,期刊,,184
109,超声诊断类人工智能医疗器械测试方法研究,王权;王浩;张超;孟祥峰;李佳戈,中国医疗设备,2023-04-10,期刊,1,381
110,医疗人工智能侵权行为法律规制研究,谈在祥;蒋雨彤,医学与哲学,2022-07-20,期刊,6,978
111,人工智能技术在医院档案管理中的应用与展望,刘淑君,黑龙江档案,2023-10-30,期刊,,102
112,论医学人工智能的运用、伦理风险与规制,陶林,青岛科技大学学报(社会科学版),2022-06-15,期刊,8,2794
113,发达国家人工智能养老战略与政策及其对中国的启示,徐智华;苏炜杰,经济体制改革,2021-09-25,期刊,18,2830
114,弱人工智能时代医疗损害的法律困惑与对策建议,胡卫华;徐青松,中国卫生法制,2023-05-10,期刊,,512
115,深耕医疗领域 多项创新实践落地,张华桥,东莞日报,2023-12-11,报纸,,85
116,人工智能在医疗领域应用研究综述,李艳平;尹潘龙;桑野;涂光权,长江信息通信,2023-01-15,期刊,3,2623
117,基于Django的智慧养老系统设计,林正敏;王淑娥;于小亿;韦德泉;杨位兰,电脑知识与技术,2023-01-15,期刊,2,1015
118,人工智能医疗背景下医患关系面临的伦理挑战及对策建议,王远旭;刘梦伟,中国医学伦理学,2022-07-21,期刊,6,1987
119,基于价值嵌入的医疗人工智能伦理规制研究,汪琛;孙启贵;徐飞,中国科技论坛,2022-08-05,期刊,3,1251
120,医疗人工智能的法律伦理问题研究——基于外国文献的计量及可视化分析,赵宏瑞;杨庚齐;杨悦,沈阳师范大学学报(社会科学版),2023-03-09,期刊,,832
121,我国医疗机器人侵权责任制度建构的基本思路——基于域外智能机器人侵权责任规制模式的启发,刘小红;黄海邻,应用法学评论,2021-05-31,辑刊,1,474
122,论医疗人工智能“黑箱”难题的应对策略和规制进路,李润生,东南大学学报(哲学社会科学版),2021-11-20,期刊,18,1042
123,人工智能医疗器械临床试验设计与实施的挑战与对策,龙囿霖;王心怡;郭琼;林逸飞;黄进,中国循证医学杂志,2022-12-25,期刊,3,726
124,基于人工智能的医疗大数据中心设计与构建,王能才;王玉珍;张海英;马德宜;冯宝义,中国医学装备,2022-02-15,期刊,12,1236
125,人工智能技术在医疗健康领域中的应用探究,强应海;陈坚;刘西北;万超,电子元器件与信息技术,2022-11-20,期刊,2,1392
126,基于利益相关者理论的人工智能医疗技术临床应用评估需求分析,李清;邱英鹏;吴迪;王健;史黎炜,中国卫生经济,2023-05-05,期刊,1,380
127,人工智能刑事主体地位的否定及实践展开——兼评“反智化批判”与“伪批判”之争,陈洪兵,社会科学辑刊,2021-11-15,期刊,17,1393
128,人工智能撞上医学壁垒：影像AI的淘汰赛开始了,彭海斌,第一财经日报,2023-09-05,报纸,,279
129,人工智能与物联网对医疗产业的影响,卢松龄,黑龙江科学,2022-10-30,期刊,7,1043
130,医疗情感计算应用的多维困境及其法治实现,岳远雷;徐着雨,医学与哲学,2022-10-05,期刊,7,324
131,基于人工智能的机器学习在医疗中的应用,郑轲心,数字通信世界,2022-09-20,期刊,9,3512
132,基于人工智能的可穿戴服装在医疗领域的应用展望——以ChatGPT为例,夏天,纺织报告,2023-04-20,期刊,1,420
133,数字化医疗的法律挑战与治理策略,汪青松;罗娜,西北工业大学学报(社会科学版),2022-08-12 09:29,期刊,3,658
134,医疗物联网：慢性病智能生命体征监测,曾红武;戴书球,医学信息学杂志,2023-02-25,期刊,,734
135,人工智能医疗器械监管现状分析,唐娜;王浩;钟代笛,医疗卫生装备,2022-08-15,期刊,7,636
136,论医疗人工智能的刑法问题,皮勇,法律科学(西北政法大学学报),2020-11-30 10:31,期刊,26,2269
137,2021欧洲人工智能论坛第三场《人工智能与医疗》模拟英汉同传口译报告：被动式造成的产出非流利性困难及对策,李伟楚,浙江工商大学,2023-01-01,硕士,,404
138,口腔医学领域人工智能研究前沿和热点分析,唐莉;徐欣;廖玍,中国循证医学杂志,2022-06-25,期刊,4,1350
139,“人工智能+医疗”提升临床诊疗效率,俞陶然,解放日报,2023-07-18,报纸,,462
140,基于医学知识的医疗辅助决策方法研究,王闪闪,山东大学,2022-05-20,博士,4,801
141,人工智能养老服务侵权问题探析,苏炜杰,兰州学刊,2021-03-03 13:42,期刊,26,1975
142,人工智能的发展及应用,李晓理;张博;王康;余攀,北京工业大学学报,2020-06-10,期刊,112,6570
143,医疗人工智能前沿研究：特征、趋势以及规制,周文康;费艳颖,医学与哲学,2021-10-05,期刊,13,2140
144,深度学习模型可解释性的研究进展,化盈盈;张岱墀;葛仕明,信息安全学报,2020-05-15,期刊,102,3186
145,中国医疗器械关键核心技术和关键零配件现状研究报告（CT、核磁、人工智能产品线）,张旭;金东;王艳;张佳;李伟,中国食品药品监管,2022-09-15,期刊,2,524
146,人工智能医疗器械数据集质控解决方案,王浩;孟祥峰;林晓兰;梁会营;李佳戈,医疗卫生装备,2023-02-15,期刊,2,229
147,医疗人工智能发展现状及展望,朱文珍;吕文志,放射学实践,2022-01-20,期刊,14,2014
148,人工智能医疗器械临床研究伦理审查要素研究,耿雯倩;朱万;马磊,中国医学伦理学,2022-12-25,期刊,1,505
149,智慧医疗的发展现状与未来,李春林;赵翠;司迁;燕明丽;李宇堂,生命科学仪器,2021-04-15,期刊,22,4011
150,基于人工智能的中医健康管理体系的构建及运行机制研究,刘丽静,福建中医药大学,2022-06-01,硕士,2,1050
151,某三级公立医院医务人员对人工智能医学应用伦理问题的认知研究,赵丹娜;赵蓝蓝;陈任;鲁超,南京医科大学学报(社会科学版),2022-10-30,期刊,1,1009
152,人工智能在医学的应用研究进展,巩高;黄文华;曹石;陈超敏;郑东宏,中国医学物理学杂志,2021-08-03,期刊,20,4070
153,后疫情时代的智能急诊医疗体系建设展望,江华;刘展;王凯;孙明伟;蔡斌,实用医院临床杂志,2023-05-01,期刊,,286
154,人工智能在医疗领域的应用现状和思考,庹敏;侯梦婷;鲍娟,中国现代医生,2022-08-08,期刊,3,3908
155,基于人工智能的健康医疗大数据传输过程拥塞控制研究,侯浩天,互联网周刊,2023-09-05,期刊,2,137
156,基于专利计量的全球人工智能技术在医疗健康领域应用发展态势分析,陈欣然;李国正;崔一迪;夏秋芳;王明强,科技管理研究,2021-02-10,期刊,28,1212
157,人工智能在全科医学领域的应用,袁波;代华;伍佳;付文军;温娟,中华全科医学,2021-08-27 12:59,期刊,16,1831
158,国内外科技巨头再加码“AI+医疗” 对制药、临床应用颠覆性影响几何？,唐唯珂;吴泽昭,21世纪经济报道,2023-07-18,报纸,,281
159,医联网与智慧医疗健康管理,杨善林;范先群;丁帅;顾东晓;李霄剑,管理科学,2021-11-20,期刊,12,2764
160,人工智能在医疗产业发展的经济法规制,肖艺能,山西财经大学学报,2023-04-28,期刊,,333
161,基于责任伦理的医疗人工智能伦理风险研究,王森,中国医科大学,2023-02-01,硕士,,232
162,医疗人工智能临床应用中医生告知义务的触发条件与衔接机制,李润生,深圳大学学报(人文社会科学版),2023-01-10,期刊,2,467
163,ChatGPT﹢医疗 要发展也要规制,宁艳阳,健康报,2023-06-15,报纸,,341
164,技术驱动的管理科学与工程研究,李建平;吴登生;郝俊,中国管理科学,2022-05-15,期刊,4,1555
165,基于ACP的“互联网+”人工智能时代门诊辅助诊断在医疗诊断系统中的应用现状和前景,苑文雯;赵静;李筱涵;刘佳;张鞠玲,中国医学装备大会暨2023医学装备展览会会议论文汇编,2023-04-26,中国会议,,545
166,数字健康技术与商业健康保险的发展,李玉华,金融理论与实践,2020-12-08 14:38,期刊,30,1442
167,人工智能决策辅助赋能未来精准医疗的研究,李太和;张建敏,现代信息科技,2022-08-10,期刊,3,878
168,ChatGPT横空出世AI发展迎“拐点” 将给医疗带来哪些变革？,季媛媛;许哲,21世纪经济报道,2023-02-22,报纸,2,965
169,人工智能技术在医院档案管理中的应用与展望,郝阳,办公自动化,2023-08-01,期刊,2,84
170,人工智能应用于眼科的积极作用及其伦理问题,王妍茜;王成虎;张竞月;徐曼华;彭正虹,国际眼科杂志,2022-06-07,期刊,5,866
171,《人工智能与医疗》出版：浅析人工智能在医学诊断和治疗中的应用,许明,介入放射学杂志,2023-05-25,期刊,1,1391
172,人工智能医疗器械应用探索,梁晓洪;张华伟;周鑫;余晶;王雨荷,中国医学装备大会暨2023医学装备展览会会议论文汇编,2023-04-26,中国会议,,340
173,人工智能时代老年健康管理的重塑与聚合,向运华;王晓慧,武汉大学学报(哲学社会科学版),2020-03-06,期刊,42,2974
174,人工智能在医疗领域的应用与思考,王笛;赵靖;金明超;刘婧;熊伟,中国医院管理,2021-06-05,期刊,14,3492
175,论医疗人工智能的法律规制——从近期方案到远期设想,李润生,行政法学研究,2020-07-16 14:31,期刊,27,1635
176,WHO《为基于人工智能的医疗设备生成证据：训练、验证和评估框架》解析及其对我国医学装备行业的启示,李志勇;邱晓岚;杨建龙;谢子归;彭雄俊,中国医学装备,2022-07-15,期刊,7,290
177,医疗人工智能技术的专利情报研究,胡子琦;胡彩燕;马镯,中国发明与专利,2022-07-15,期刊,3,531
178,重大疫情治理中人工智能的价值属性与隐私风险——兼谈隐私保护的刑法路径,闫立;吴何奇,南京师大学报(社会科学版),2020-03-20,期刊,54,4566
179,人工智能聊天机器人是否会被批准为医疗设备,本刊讯,数据分析与知识发现,2023-09-25,期刊,,222
180,基于嵌入式人工智能的智慧医疗健康管理系统设计,张晨;梁昕;卢克,工业控制计算机,2022-02-25,期刊,10,2007
181,人工智能时代下骨科领域教学的现状及未来前景,刘禧澳;陈锴;童文文;翟骁;孙瑜,医学教育研究与实践,2022-05-27,期刊,5,609
182,人工智能技术赋能医学装备的应用及挑战,覃虹娜;农晓琳,中国医学装备大会暨2023医学装备展览会会议论文汇编,2023-04-26,中国会议,,247
183,大型语言模型在医疗设备管理上的应用浅析,刘金秋,中国设备工程,2023-09-10,期刊,,77
184,“人工智能+档案”的医院档案智慧服务体系建设探究,李静,黑龙江档案,2023-02-28,期刊,3,184
185,以咳嗽为第一主诉的儿童疾病医疗数据共享模型构建,朱志文;齐国强;杨恺熠;赵永根;余卓,医学信息学杂志,2023-03-25,期刊,,194
186,人工智能医疗影像诊断侵权损害赔偿法律问题,何炼红;王志雄,政治与法律,2020-03-05,期刊,27,2244
187,我国医疗人工智能准入管理制度的完善探讨,胡洋铭,中国卫生法制,2023-01-10,期刊,,339
188,人工智能医疗器械测评数据库评估方法研究,张晨光;彭亮;张宇晶;刘枭寅;王雅文,中国数字医学,2023-05-15,期刊,,139
189,人工智能技术在医疗领域的应用及存在的问题,李一哲;刘卓;陈树银;张雯倩;任帅辉,数字技术与应用,2022-06-25,期刊,3,3272
190,医疗人工智能临床应用的法律挑战及应对,刘建利,东方法学,2019-08-13 14:06,期刊,60,2739
191,人工智能系统在外来医疗器械交接中应用效果的多中心研究,郝艳丽;代红红;孙远;高玉华,中华医院感染学杂志,2023-01-18,期刊,2,393
192,医疗人工智能侵权责任法律问题研究,王轶晗;王竹,云南师范大学学报(哲学社会科学版),2020-05-15,期刊,30,2616
193,人工智能助力新冠肺炎疫情防控的实践情景,沙德春;荆晶,科技导报,2021-08-13,期刊,10,1689
194,涉人工智能犯罪的刑法规制研究,朱新超,哈尔滨商业大学,2022-05-22,硕士,1,765
195,基于开放医疗大数据的人工智能研究,马婷;陈清财,医学与哲学,2022-01-05,期刊,8,1143
196,人工智能背景下高等医学教育的改革现状与探究,王艳;初红;梁静静;卢祖能;肖哲曼,中国医药导报,2022-05-05,期刊,4,649
197,人工智能算法研究及其在医疗诊断的应用,汪政,中南大学,2022-05-01,博士,2,807
198,劳力替代：人工智能时代老龄化治理的向路与策略,张劲松,江汉论坛,2021-10-12,期刊,6,1554
199,从人工智能到元宇宙：运动防治抑郁的新方向,卢晓鹏;谭长青;周宇,医学与哲学,2022-06-20,期刊,3,821
200,人工智能在医疗信息服务中的应用研究,肖文鹤,广西民族大学,2022-05-21,硕士,,2630
201,国际比较视野下机器人在医疗卫生领域的应用政策研究,毛子骏;刘子灵;周光勇,科技管理研究,2021-05-20,期刊,8,1426
202,机器人在突发公卫事件中的应用分析与发展趋势的探讨,陈杰,中国医学装备大会暨2022医学装备展览会论文汇编（下册）,2022-11-24 15:21,中国会议,1,329
203,基于电子病历大数据的人工智能医疗质量与安全实时监控云平台研究,王琦;安明扬;潘习龙;谭友文;杨斌辉,医学信息学杂志,2022-06-25,期刊,4,380
204,新时期医学生对人工智能及其医疗应用认知调查与思考,王毅;彭金;闫雅茹;李诗琪;张柳,中国高等医学教育,2023-02-15,期刊,1,476
205,脑机接口技术在医疗领域的应用,李静雯;王秀梅,信息通信技术与政策,2021-02-15,期刊,23,1351
206,人工智能在医疗领域的应用与存在的问题,刘伶俐;王端,卫生软科学,2020-10-12,期刊,22,3354
207,人工智能医疗器械在卒中诊疗中的伦理探讨,孙伟;白彩珍;徐灵灵;肖淑萍,中国卒中杂志,2022-04-20,期刊,4,575
208,人工智能时代老年健康管理研究,向运华;王晓慧,新疆师范大学学报(哲学社会科学版),2019-05-08 15:43,期刊,44,3477
209,人工智能引领神经外科医疗进入新时代,潘锋,中国医药导报,2023-04-25,期刊,,156
210,医疗人工智能侵权责任研究,胥泽彬,西北大学,2022-06-01,硕士,,1113
211,眼科人工智能在远程医疗中的应用,杨玉微;云东源;李龙辉;陈睛晶,眼科学报,2022-03-28,期刊,3,881
212,人工智能医疗器械临床准入评估标准数据集构建路径研究,张丽鑫,北京协和医学院,2022-05-01,硕士,2,510
213,基于人工智能的儿科分级诊疗新模式构建,孔维鹏;刘海鹏;梁立科;崔伟,中国医院管理,2022-02-05,期刊,7,588
214,“互联网+”检查诊断平台:医疗资源配置结构性改革的路径——基于北京市某医联体龙头医院改革的个案研究,梁金凤;陈巍;吴家锋;刘瑶,南大商学评论,2020-10-31,辑刊,7,222
215,智能医疗的伦理困境与治理——基于以病人为中心的考察,邹文卿;吕禹含,医学与哲学,2022-04-05,期刊,7,607
216,翻译转换理论指导下信息型文本翻译实践报告——以《促进人工智能在欧洲中小微企业的应用》（节选）为例,王晓丽,天津商业大学,2022-05-01,硕士,2,297
217,医疗人工智能的伦理挑战与对策研究,谷笑颖,武汉科技大学,2021-06-01,硕士,5,1889
218,人工智能助力检验医学发展,周泉;齐素文;肖斌;李乔亮;孙朝晖,南方医科大学学报,2020-03-06 14:36,期刊,23,3181
219,人工智能医疗器械标准数据集构建现状,张丽鑫;钱庆;唐明坤;周佳茵;吴思竹,中华医学图书情报杂志,2021-08-15,期刊,11,426
220,人工智能与特殊教育的深度融合设计,郭利明;杨现民;段小莲;邢蓓蓓,中国远程教育,2019-02-26 13:33,期刊,41,4166
221,工信部：培育远程医疗等新模式新业态,傅苏颖,中国证券报,2023-10-25,报纸,,92
222,人工智能医疗机器人侵权责任主体认定研究,邓卫文,福建农林大学,2022-06-01,硕士,,910
223,基于区块链的医疗影像数据人工智能检测模型,陈思源;谭艾迪;魏双剑;盖珂珂,网络安全与数据治理,2022-10-15,期刊,1,350
224,数字健康产业：以技术之“智”赋能医疗之“治”,毛振华;梁姊;王宁,经济参考报,2023-06-14,报纸,,206
225,人工智能赋能老龄健康管理的?价值、挑战与创新路径,李文静;陈晨,科技视界,2023-06-25,期刊,,131
226,医疗人工智能产品责任研究,王聪睿子,中国政法大学,2022-03-01,硕士,1,876
227,新一代人工智能在医疗健康领域的应用与思考,袁加俊;赵列宾;田丹,中国卫生信息管理杂志,2020-12-20,期刊,13,1692
228,人工智能在抗击新冠肺炎疫情的应用与启示,龙坤;程柏华;刘世旋,信息安全与通信保密,2020-12-10,期刊,13,1579
229,数字技术赋能智慧医疗,林碧涓,通信信息报,2023-07-12,报纸,,300
230,适用人工智能实施诊疗之注意义务研究,朱姝尧,东南大学,2022-05-25,硕士,1,328
231,人工智能助推医疗健康产业快速发展,张莫;祁航,经济参考报,2023-04-26,报纸,,608
232,医学影像人工智能的研发应用现状与挑战,陆浥尘;胡屹玲,人工智能,2021-06-10,期刊,8,1579
